,i,j,w
542,36,28,3.43844306468964
543,36,29,514.795404434204
544,36,30,0.518609523773193
545,36,31,9.37528097629547
546,36,32,21.1546061336994
547,36,33,615.759167283773
548,36,34,31.2128615677357
549,36,35,1999.91383072734
550,37,0,7.4507117420435
551,37,1,9.74166102707386
552,37,2,1.76300844550133
553,37,6,1.61308893561363
554,37,8,1.10792005062103
555,37,9,0.864068806171417
556,37,10,0.258155733346939
557,37,12,0.474365532398224
558,37,13,3.52717506885529
559,37,14,2.62760257720947
560,37,16,0.538639545440674
561,37,19,1.09461426734924
562,37,22,31.457887172699
563,37,24,3.4556633234024
564,37,25,2.54219645261765
565,37,27,4.48407196998596
566,37,28,2.05158579349518
567,37,29,795.935307770967
568,37,30,3.92715221643448
569,37,31,16.646346449852
570,37,32,104.481504976749
571,37,33,141.825014561415
572,37,34,10.6646693348885
573,37,35,405.690554589033
574,37,36,1264.73127216101
575,38,0,5.55987390875816
576,38,1,4.23869282007217
577,38,2,0.728302925825119
578,38,6,0.413917899131775
579,38,9,1.08900845050812
580,38,12,0.840876638889313
581,38,14,1.28421628475189
582,38,22,2.31655144691467
583,38,24,0.530091643333435
584,38,26,0.641870558261871
585,38,27,0.993049740791321
586,38,29,114.345615893602
587,38,30,0.397228240966797
588,38,31,0.679468959569931
589,38,32,29.9281358718872
590,38,33,5.25815966725349
591,38,34,1.4777979850769
592,38,35,7.99727001786232
593,38,36,40.0416944622993
594,38,37,1246.10029616952
595,39,0,3.37327006459236
596,39,1,2.28932934999466
597,39,2,2.28470304608345
598,39,7,1.40662521123886
599,39,8,6.32794713973999
600,39,9,0.447132408618927
601,39,12,1.05948650836945
602,39,13,5.96318686008453
603,39,14,8.25380522012711
604,39,15,0.952453911304474
605,39,16,5.69272065162659
606,39,22,1.27969944477081
607,39,24,6.979079246521
608,39,25,1.83637154102325
609,39,27,3.48806276917458
610,39,28,2.0377209186554
611,39,29,158.933665007353
612,39,30,2.23892605304718
613,39,31,53.486764550209
614,39,32,653.386808842421
615,39,33,12.1392012238503
616,39,34,0.981799840927124
617,39,35,8.22086018323898
618,39,36,1.89486899971962
619,39,37,246.775709211826
620,39,38,651.308484822512
621,40,0,20.9687833636999
622,40,1,8.15171620249748
623,40,2,1.99642831087112
624,40,4,0.597412645816803
625,40,5,1.29620379209518
626,40,6,0.938308149576187
627,40,9,0.931870609521866
628,40,10,0.634365916252136
629,40,14,0.416963666677475
630,40,17,1.56499111652374
631,40,22,25.6767190396786
632,40,24,0.556079864501953
633,40,26,1.57921326160431
634,40,29,29.1778948307037
635,40,30,1.44773776829243
636,40,31,2.93290251493454
637,40,32,5.7654986679554
638,40,33,4.21586981415749
639,40,34,1.407097697258
640,40,35,66.6714632809162
641,40,36,1202.42377048731
642,40,37,32.745335817337
643,40,38,136.397232174873
644,40,39,5.20855617523193
645,41,0,5.02580584585667
646,41,1,3.20619386434555
647,41,4,0.417381763458252
648,41,6,0.888715863227844
649,41,8,1.42394936084747
650,41,9,0.696895956993103
651,41,13,4.32622957229614
652,41,14,2.40902292728424
653,41,15,0.715575218200684
654,41,20,1.46334362030029
655,41,22,250.476103544235
656,41,24,3.77861201763153
657,41,26,1.30689883232117
658,41,27,1.43694198131561
659,41,28,5.35896396636963
660,41,29,359.600078850985
661,41,30,7.88655042648315
662,41,31,69.8138712048531
663,41,32,35.5413204133511
664,41,33,650.190698683262
665,41,34,18.1137004494667
666,41,35,227.440930783749
667,41,36,1038.02964633703
668,41,37,100.769804209471
669,41,38,70.2202407419682
670,41,39,20.8147775828838
671,41,40,1158.21217638254
672,42,0,14.8441967368126
673,42,1,14.309886097908
674,42,2,0.95594784617424
675,42,4,0.532716691493988
676,42,6,0.744314819574356
677,42,8,1.69709879159927
678,42,9,1.96527406573296
679,42,13,7.48580831289291
680,42,14,10.2391709685326
681,42,15,0.629069089889526
682,42,16,3.95501109957695
683,42,17,0.855243742465973
684,42,22,19.0038816034794
685,42,23,0.410438925027847
686,42,24,12.4805845022202
687,42,25,4.62806969881058
688,42,26,0.533427238464355
689,42,27,10.0960352420807
690,42,28,7.29731994867325
691,42,29,264.618594408035
692,42,30,6.47648814320564
693,42,31,48.4120161831379
694,42,32,394.826849073172
695,42,33,48.5293736457825
696,42,34,5.26487693190575
697,42,35,45.9983160197735
698,42,36,198.365743428469
699,42,37,507.888262599707
700,42,38,1430.19827741385
701,42,39,1410.4742295444
702,42,40,1261.58255597949
703,42,41,683.335248678923
704,43,0,11.5090164244175
705,43,1,10.8599384427071
706,43,2,0.659557282924652
707,43,5,0.897296130657196
708,43,6,0.414341300725937
709,43,9,1.74188712239265
710,43,10,0.509365200996399
711,43,14,1.74282592535019
712,43,15,0.444525957107544
713,43,16,2.68529522418976
714,43,17,1.73839259147644
715,43,22,14.704556196928
716,43,24,3.64695191383362
717,43,25,0.510121047496796
718,43,26,0.523716032505035
719,43,27,1.23886302113533
720,43,28,1.37249729037285
721,43,29,45.1425222158432
722,43,30,1.65004846453667
723,43,31,11.7731503844261
724,43,32,65.3942093998194
725,43,33,14.6440850198269
726,43,34,4.38780865073204
727,43,35,15.0669243633747
728,43,36,44.5267187952995
729,43,37,63.0402429252863
730,43,38,70.7511381953955
731,43,39,153.19638723135
732,43,40,148.139181256294
733,43,41,161.48495465517
734,43,42,1716.46538345516
735,44,0,1.24228456616402
736,44,1,1.34095120429993
737,44,10,6.18903312087059
738,44,11,2.56262499094009
739,44,12,5.67358320951462
740,44,13,1.35547357797623
741,44,18,3.56107810139656
742,44,19,5.25764521956444
743,44,20,12.7410939335823
744,44,21,8.03975242376328
745,44,22,266.238105654716
746,44,24,3.61478960514069
747,44,28,7.03721836209297
748,44,29,19.211505651474
749,44,30,5.39257691800594
750,44,31,7.34496778249741
751,44,32,13.4638687968254
752,44,33,91.2714701890945
753,44,34,13.5674370825291
754,44,35,18.2802145183086
755,44,36,31.5305293500423
756,44,37,12.4473464787006
757,44,38,10.0867247283459
758,44,39,8.43138045072556
759,44,40,58.3476621210575
760,44,41,956.570495158434
761,44,42,83.8140138685703
762,44,43,488.842944860458
763,45,0,0.739953249692917
764,45,4,0.390616834163666
765,45,7,0.402868390083313
766,45,10,0.759227097034454
767,45,11,2.36914703249931
768,45,12,1.67558920383453
769,45,13,2.05471128225327
770,45,19,1.55942207574844
771,45,20,3.24461475014687
772,45,21,1.93335974216461
773,45,22,33.2874974310398
774,45,25,0.324507147073746
775,45,28,0.829300284385681
776,45,29,5.97668135166168
777,45,30,2.49952512979507
778,45,31,0.881474941968918
779,45,32,5.38137203454971
780,45,33,32.3314263820648
781,45,34,1.62144595384598
782,45,35,4.51355287432671
783,45,36,1.96660980582237
784,45,37,1.07069665193558
785,45,38,1.8358381986618
786,45,40,1.79074683785439
787,45,41,21.4049409925938
788,45,42,6.10312142968178
789,45,43,256.659530282021
790,45,44,236.002783149481
791,46,0,135.89041942358
792,46,1,38.1040402650833
793,46,2,3.78537246584892
794,46,3,5.4046214222908
795,46,4,3.25585213303566
796,46,5,23.2020279765129
797,46,6,0.714814603328705
798,46,8,0.798053979873657
799,46,9,8.1953232884407
800,46,12,0.456889808177948
801,46,15,0.847847402095795
802,46,19,0.55803906917572
803,46,20,0.418817907571793
804,46,22,1.81648349761963
805,46,24,0.865232646465302
806,46,25,0.782502919435501
807,46,26,1.60109210014343
808,46,27,0.288288742303848
809,46,28,0.496742069721222
810,46,29,4.51840931177139
811,46,30,1.62197208404541
812,46,31,1.80176863074303
813,46,32,11.3249835968018
814,46,33,1.52061638236046
815,46,34,1.23394453525543
816,46,35,2.07045543193817
817,46,36,6.02669009566307
818,46,37,3.42514878511429
819,46,38,3.26781576871872
820,46,39,7.02779367566109
821,46,40,6.9773762524128
822,46,41,1.03745493292809
823,46,42,11.2727237045765
824,46,43,143.896901458502
825,46,44,24.7365220189095
826,46,45,19.3889094889164
827,47,0,43.697213858366
828,47,1,43.9684575498104
829,47,2,3.35610169172287
830,47,3,0.610596716403961
831,47,4,3.17666777968407
832,47,5,3.72684395313263
833,47,6,1.02298349142075
834,47,7,14.0888084471226
835,47,8,12.2188671827316
836,47,9,2.55423706769943
837,47,10,0.43765264749527
838,47,11,1.00214356184006
839,47,12,2.95157614350319
840,47,13,11.9950079023838
841,47,14,11.6687244176865
842,47,15,2.96910035610199
843,47,16,12.810145586729
844,47,17,1.28027656674385
845,47,18,1.39663672447205
846,47,22,18.9475122988224
847,47,23,2.63210645318031
848,47,24,21.2956636548042
849,47,25,15.4192945957184
850,47,26,8.60524091124535
851,47,27,2.88848292827606
852,47,28,16.8563689291477
853,47,29,91.8044977486134
854,47,30,90.0271635651588
855,47,31,145.472259253263
856,47,32,392.528870493174
857,47,33,31.3150424361229
858,47,34,7.02925463020802
859,47,35,24.7166864275932
860,47,36,80.0462590754032
861,47,37,120.028858467937
862,47,38,89.2001239806414
863,47,39,138.713062494993
864,47,40,148.218489080667
865,47,41,63.0615563988686
866,47,42,395.054919958115
867,47,43,1035.28672751784
868,47,44,69.2415466010571
869,47,45,17.0547859966755
870,47,46,354.204184114933
871,48,0,1.66946092247963
872,48,1,1.13551157712936
873,48,5,0.396652162075043
874,48,6,1.14993140101433
875,48,7,28.3533492386341
876,48,8,26.5523028075695
877,48,9,1.66039599478245
878,48,11,1.63528257608414
879,48,12,14.8871631324291
880,48,13,26.5615160167217
881,48,14,36.3569116294384
882,48,15,6.10397109389305
883,48,16,27.3413010835648
884,48,17,3.02817887067795
885,48,18,2.78649550676346
886,48,22,11.1008873581886
887,48,23,3.29830533266068
888,48,24,39.3320907652378
889,48,25,18.3360287845135
890,48,26,14.9111783802509
891,48,27,12.991522371769
892,48,28,5.8224330842495
893,48,29,95.3466402590275
894,48,30,130.185017377138
895,48,31,386.913337230682
896,48,32,1327.67604994774
897,48,33,21.9276689141989
898,48,34,4.66484293341637
899,48,35,14.1158541738987
900,48,36,19.7511523067951
901,48,37,77.4959766864777
902,48,38,59.1288073956966
903,48,39,741.357760190964
904,48,40,19.2907298505306
905,48,41,6.27603161334991
906,48,42,989.55531129241
907,48,43,130.651554405689
908,48,44,3.72443148493767
909,48,45,0.293189823627472
910,48,46,1.50387617945671
911,48,47,930.78509041667
912,49,0,1.06686124205589
913,49,1,2.12626148760319
914,49,2,1.10935032367706
915,49,6,3.04182028770447
916,49,7,19.2782006263733
917,49,8,31.0009650290012
918,49,9,4.06718751788139
919,49,10,0.379454493522644
920,49,11,4.10754936933517
921,49,12,10.3355262875557
922,49,13,20.4394406080246
923,49,14,21.083483338356
924,49,15,9.62153255939484
925,49,16,13.4489429295063
926,49,18,1.27559971809387
927,49,22,13.0426529347897
928,49,23,3.64617395401001
929,49,24,14.6352001130581
930,49,25,22.7831661701202
931,49,26,16.5887432396412
932,49,27,6.60915276408195
933,49,28,19.3184196352959
934,49,29,22.9182364046574
935,49,30,276.520660310984
936,49,31,388.512565493584
937,49,32,1476.79326289892
938,49,33,10.0168949365616
939,49,34,3.20797416567802
940,49,35,3.73803010582924
941,49,36,1.99455079436302
942,49,37,9.21760419011116
943,49,38,3.65791773796082
944,49,39,116.457204371691
945,49,40,9.18360084295273
946,49,41,0.972361862659454
947,49,42,16.2980051934719
948,49,43,3.36931648850441
949,49,44,1.93267089128494
950,49,45,0.613595396280289
951,49,46,2.89951473474503
952,49,47,217.489244058728
953,49,48,314.325897425413
954,50,0,116.368999034166
955,50,1,89.5330887138844
956,50,2,12.0001160800457
957,50,4,3.25579541921616
958,50,5,8.52121594548225
959,50,6,6.07998830080032
960,50,7,5.92481034994125
961,50,8,22.2824038118124
962,50,9,15.7488312721252
963,50,10,0.248734012246132
964,50,11,5.0241097509861
965,50,12,7.22581881284714
966,50,13,13.2909024059772
967,50,14,10.9543788135052
968,50,15,3.10118675231934
969,50,16,8.13154500722885
970,50,17,0.360346555709839
971,50,19,0.472855806350708
972,50,20,1.40768191218376
973,50,22,38.4884897917509
974,50,23,0.283153355121613
975,50,24,12.0951364338398
976,50,25,42.1225017607212
977,50,26,27.6410503983498
978,50,27,12.7278051376343
979,50,28,38.2485585957766
980,50,29,51.2504715323448
981,50,30,136.239871233702
982,50,31,101.959839329123
983,50,32,345.325241878629
984,50,33,24.5211635231972
985,50,34,7.64167472720146
986,50,35,11.6272646486759
987,50,36,49.2419024258852
988,50,37,86.3159107863903
989,50,38,43.3570314496756
990,50,39,24.896533921361
991,50,40,121.998220965266
992,50,41,21.948439925909
993,50,42,112.921725437045
994,50,43,77.8397722840309
995,50,44,14.6085236668587
996,50,45,1.74777284264565
997,50,46,155.883960187435
998,50,47,1245.96987631917
999,50,48,63.9970931559801
1000,50,49,1267.41284331679
1001,51,0,5.87288925051689
1002,51,1,2.17555290460587
1003,51,6,0.970619440078735
1004,51,7,13.4213063716888
1005,51,8,19.9906010329723
1006,51,9,2.87639960646629
1007,51,11,2.13632565736771
1008,51,12,21.2882296442986
1009,51,13,7.95937210321426
1010,51,14,5.44914197921753
